PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent,PrevDate,NextDate,PrevH,NextH,PrevD[BTC-USD][O],PrevD[BTC-USD][H],PrevD[BTC-USD][L],PrevD[BTC-USD][C],NextD[BTC-USD][O],NextD[BTC-USD][H],NextD[BTC-USD][L],NextD[BTC-USD][C],CurrD[BTC-USD][O],CurrD[BTC-USD][H],CurrD[BTC-USD][L],CurrD[BTC-USD][C],PrevH[BTC-USD][O],PrevH[BTC-USD][H],PrevH[BTC-USD][L],PrevH[BTC-USD][C],NextH[BTC-USD][O],NextH[BTC-USD][H],NextH[BTC-USD][L],NextH[BTC-USD][C],CurrH[BTC-USD][O],CurrH[BTC-USD][H],CurrH[BTC-USD][L],CurrH[BTC-USD][C]
2024-04-30,14:00,USD,CB Consumer Confidence ,97.0,104.0,103.1,USD-CB Consumer Confidence ,2024-04-29,2024-05-01,13:00,15:00,63106.36328125,64174.87890625,61795.45703125,63841.12109375,60609.49609375,60780.5,56555.29296875,58254.01171875,63839.41796875,64703.33203125,59120.06640625,60636.85546875,61210.23828125,61281.48046875,60841.26171875,60844.65625,61219.6484375,61328.90625,60584.40234375,60787.40234375,60816.6875,61509.76171875,60564.10546875,61227.59765625
2024-05-01,12:15,USD,ADP Nonfarm Employment Change ,192000.0,179000.0,208000.0,USD-ADP Nonfarm Employment Change ,2024-04-30,2024-05-02,12:00,13:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57836.85546875,58203.66015625,57696.2734375,57908.48046875,57921.25390625,57932.8125,57254.25390625,57254.25390625,,,,
2024-05-01,13:45,USD,S&P Global US Manufacturing PMI ,50.0,49.9,51.9,USD-S&P Global US Manufacturing PMI ,2024-04-30,2024-05-02,13:00,14:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57921.25390625,57932.8125,57254.25390625,57254.25390625,57223.6953125,57494.2890625,57080.1796875,57485.953125,,,,
2024-05-01,14:00,USD,ISM Manufacturing PMI ,49.2,50.0,50.3,USD-ISM Manufacturing PMI ,2024-04-30,2024-05-02,13:00,15:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57921.25390625,57932.8125,57254.25390625,57254.25390625,57423.109375,57423.109375,56671.84375,56792.8203125,57223.6953125,57494.2890625,57080.1796875,57485.953125
2024-05-01,14:00,USD,ISM Manufacturing Prices ,60.9,55.5,55.8,USD-ISM Manufacturing Prices ,2024-04-30,2024-05-02,13:00,15:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57921.25390625,57932.8125,57254.25390625,57254.25390625,57423.109375,57423.109375,56671.84375,56792.8203125,57223.6953125,57494.2890625,57080.1796875,57485.953125
2024-05-01,14:00,USD,JOLTs Job Openings ,8488000.0,8680000.0,8813000.0,USD-JOLTs Job Openings ,2024-04-30,2024-05-02,13:00,15:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57921.25390625,57932.8125,57254.25390625,57254.25390625,57423.109375,57423.109375,56671.84375,56792.8203125,57223.6953125,57494.2890625,57080.1796875,57485.953125
2024-05-01,14:30,USD,Crude Oil Inventories,7265000.0,-2300000.0,-6368000.0,USD-Crude Oil Inventories,2024-04-30,2024-05-02,14:00,15:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57223.6953125,57494.2890625,57080.1796875,57485.953125,57423.109375,57423.109375,56671.84375,56792.8203125,,,,
2024-05-01,18:00,USD,FOMC Statement,,,,USD-FOMC Statement,2024-04-30,2024-05-02,17:00,19:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,56974.08984375,57563.05859375,56715.828125,57455.9140625,58859.73828125,59147.85546875,56858.4375,56858.4375,57438.0703125,59368.5,57427.98828125,59071.359375
2024-05-01,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision,2024-04-30,2024-05-02,17:00,19:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,56974.08984375,57563.05859375,56715.828125,57455.9140625,58859.73828125,59147.85546875,56858.4375,56858.4375,57438.0703125,59368.5,57427.98828125,59071.359375
2024-05-01,18:30,USD,FOMC Press Conference,,,,USD-FOMC Press Conference,2024-04-30,2024-05-02,18:00,19:00,63839.41796875,64703.33203125,59120.06640625,60636.85546875,58253.703125,59602.296875,56937.203125,59123.43359375,60609.49609375,60780.5,56555.29296875,58254.01171875,57438.0703125,59368.5,57427.98828125,59071.359375,58859.73828125,59147.85546875,56858.4375,56858.4375,,,,
2024-05-02,12:30,USD,Initial Jobless Claims,208000.0,212000.0,208000.0,USD-Initial Jobless Claims,2024-05-01,2024-05-03,12:00,13:00,60609.49609375,60780.5,56555.29296875,58254.01171875,59122.30078125,63320.50390625,58848.3125,62889.8359375,58253.703125,59602.296875,56937.203125,59123.43359375,58549.765625,59065.203125,58460.578125,58576.5546875,58546.58984375,58771.1171875,58256.19140625,58439.15625,,,,
2024-05-03,12:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.003,USD-Average Hourly Earnings (MoM) ,2024-05-02,2024-05-04,12:00,13:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,59285.08984375,60693.3359375,59013.984375,60693.3359375,60645.46875,61737.734375,60572.3828125,61662.1953125,,,,
2024-05-03,12:30,USD,Nonfarm Payrolls ,175000.0,238000.0,315000.0,USD-Nonfarm Payrolls ,2024-05-02,2024-05-04,12:00,13:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,59285.08984375,60693.3359375,59013.984375,60693.3359375,60645.46875,61737.734375,60572.3828125,61662.1953125,,,,
2024-05-03,12:30,USD,Unemployment Rate ,0.039,0.038,0.038,USD-Unemployment Rate ,2024-05-02,2024-05-04,12:00,13:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,59285.08984375,60693.3359375,59013.984375,60693.3359375,60645.46875,61737.734375,60572.3828125,61662.1953125,,,,
2024-05-03,13:45,USD,S&P Global Services PMI ,51.3,50.9,51.7,USD-S&P Global Services PMI ,2024-05-02,2024-05-04,13:00,14:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,60645.46875,61737.734375,60572.3828125,61662.1953125,61699.7265625,62039.96484375,61431.18359375,61660.2265625,,,,
2024-05-03,14:00,USD,ISM Non-Manufacturing PMI ,49.4,52.0,51.4,USD-ISM Non-Manufacturing PMI ,2024-05-02,2024-05-04,13:00,15:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,60645.46875,61737.734375,60572.3828125,61662.1953125,61648.47265625,61766.8515625,61380.83203125,61766.8515625,61699.7265625,62039.96484375,61431.18359375,61660.2265625
2024-05-03,14:00,USD,ISM Non-Manufacturing Prices ,59.2,55.0,53.4,USD-ISM Non-Manufacturing Prices ,2024-05-02,2024-05-04,13:00,15:00,58253.703125,59602.296875,56937.203125,59123.43359375,62891.03125,64494.95703125,62599.3515625,63891.47265625,59122.30078125,63320.50390625,58848.3125,62889.8359375,60645.46875,61737.734375,60572.3828125,61662.1953125,61648.47265625,61766.8515625,61380.83203125,61766.8515625,61699.7265625,62039.96484375,61431.18359375,61660.2265625
2024-05-08,14:30,USD,Crude Oil Inventories,-1362000.0,-1430000.0,7265000.0,USD-Crude Oil Inventories,2024-05-07,2024-05-09,14:00,15:00,63162.76171875,64390.45703125,62285.98046875,62334.81640625,61191.19921875,63404.9140625,60648.07421875,63049.9609375,62332.640625,62986.0859375,60877.12890625,61187.94140625,62406.01953125,62760.9765625,62178.9375,62596.13671875,62574.3828125,62590.94921875,61936.6015625,62276.8046875,,,,
2024-05-08,17:00,USD,10-Year Note Auction,0.045,,0.046,USD-10-Year Note Auction,2024-05-07,2024-05-09,16:00,18:00,63162.76171875,64390.45703125,62285.98046875,62334.81640625,61191.19921875,63404.9140625,60648.07421875,63049.9609375,62332.640625,62986.0859375,60877.12890625,61187.94140625,62258.8359375,62401.16015625,62012.1875,62401.16015625,62581.33203125,62726.4609375,62460.25,62502.55859375,62423.75390625,62629.20703125,62383.25,62579.421875
2024-05-09,12:30,USD,Initial Jobless Claims,231000.0,212000.0,209000.0,USD-Initial Jobless Claims,2024-05-08,2024-05-10,12:00,13:00,62332.640625,62986.0859375,60877.12890625,61187.94140625,63055.19140625,63446.7421875,60208.78125,60792.77734375,61191.19921875,63404.9140625,60648.07421875,63049.9609375,61030.64453125,61514.39453125,61030.64453125,61511.66015625,61496.01171875,61496.01171875,60916.2421875,61136.19140625,,,,
2024-05-09,17:00,USD,30-Year Bond Auction,0.046,,0.047,USD-30-Year Bond Auction,2024-05-08,2024-05-10,16:00,18:00,62332.640625,62986.0859375,60877.12890625,61187.94140625,63055.19140625,63446.7421875,60208.78125,60792.77734375,61191.19921875,63404.9140625,60648.07421875,63049.9609375,62138.78125,62578.62109375,61915.5390625,61915.5390625,61939.93359375,62234.7421875,61931.6953125,62199.58203125,61846.96875,62172.4453125,61795.61328125,61959.0234375
2024-05-14,6:00,EUR,German CPI (MoM) ,0.005,0.005,0.004,EUR-German CPI (MoM) ,2024-05-13,2024-05-15,05:00,07:00,61451.21875,63422.66015625,60769.83984375,62901.44921875,61553.98828125,66454.453125,61330.41015625,66267.4921875,62900.7734375,63092.125,61123.765625,61552.7890625,62491.921875,62701.12890625,62451.22265625,62664.6015625,62001.59375,62033.109375,61834.27734375,61998.20703125,,,,
2024-05-14,12:30,USD,PPI (MoM) ,0.005,0.003,-0.001,USD-PPI (MoM) ,2024-05-13,2024-05-15,12:00,13:00,61451.21875,63422.66015625,60769.83984375,62901.44921875,61553.98828125,66454.453125,61330.41015625,66267.4921875,62900.7734375,63092.125,61123.765625,61552.7890625,61756.23046875,62066.18359375,61395.73828125,61560.41015625,61550.34375,62004.26953125,61430.875,61745.5,,,,
2024-05-14,14:00,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2024-05-13,2024-05-15,13:00,15:00,61451.21875,63422.66015625,60769.83984375,62901.44921875,61553.98828125,66454.453125,61330.41015625,66267.4921875,62900.7734375,63092.125,61123.765625,61552.7890625,61550.34375,62004.26953125,61430.875,61745.5,61765.5703125,61925.19921875,61646.37109375,61777.7890625,61659.8671875,62186.6328125,61128.41796875,61785.6640625
2024-05-15,12:30,USD,Core CPI (MoM) ,0.003,0.003,0.004,USD-Core CPI (MoM) ,2024-05-14,2024-05-16,12:00,13:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,62459.34765625,64055.40625,62426.83203125,63715.94921875,63744.54296875,64621.34375,63602.53515625,64161.84375,,,,
2024-05-15,12:30,USD,Core Retail Sales (MoM) ,0.002,0.002,0.009,USD-Core Retail Sales (MoM) ,2024-05-14,2024-05-16,12:00,13:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,62459.34765625,64055.40625,62426.83203125,63715.94921875,63744.54296875,64621.34375,63602.53515625,64161.84375,,,,
2024-05-15,12:30,USD,CPI (MoM) ,0.003,0.004,0.004,USD-CPI (MoM) ,2024-05-14,2024-05-16,12:00,13:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,62459.34765625,64055.40625,62426.83203125,63715.94921875,63744.54296875,64621.34375,63602.53515625,64161.84375,,,,
2024-05-15,12:30,USD,CPI (YoY) ,0.034,0.034,0.035,USD-CPI (YoY) ,2024-05-14,2024-05-16,12:00,13:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,62459.34765625,64055.40625,62426.83203125,63715.94921875,63744.54296875,64621.34375,63602.53515625,64161.84375,,,,
2024-05-15,12:30,USD,Retail Sales (MoM) ,0.0,0.004,0.006,USD-Retail Sales (MoM) ,2024-05-14,2024-05-16,12:00,13:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,62459.34765625,64055.40625,62426.83203125,63715.94921875,63744.54296875,64621.34375,63602.53515625,64161.84375,,,,
2024-05-15,14:30,USD,Crude Oil Inventories,-2508000.0,-400000.0,-1362000.0,USD-Crude Oil Inventories,2024-05-14,2024-05-16,14:00,15:00,62900.7734375,63092.125,61123.765625,61552.7890625,66256.109375,66712.4296875,64613.0546875,65231.58203125,61553.98828125,66454.453125,61330.41015625,66267.4921875,64143.4296875,64453.45703125,64016.30859375,64453.45703125,64502.796875,65020.8203125,64431.41015625,64655.17578125,,,,
2024-05-16,12:30,USD,Initial Jobless Claims,222000.0,219000.0,232000.0,USD-Initial Jobless Claims,2024-05-15,2024-05-17,12:00,13:00,61553.98828125,66454.453125,61330.41015625,66267.4921875,65231.296875,67459.4609375,65119.31640625,67051.875,66256.109375,66712.4296875,64613.0546875,65231.58203125,66563.0390625,66563.0390625,65997.9375,66146.234375,66053.5703125,66324.8125,65849.3125,66312.7734375,,,,
2024-05-16,12:30,USD,Philadelphia Fed Manufacturing Index ,4.5,7.7,15.5,USD-Philadelphia Fed Manufacturing Index ,2024-05-15,2024-05-17,12:00,13:00,61553.98828125,66454.453125,61330.41015625,66267.4921875,65231.296875,67459.4609375,65119.31640625,67051.875,66256.109375,66712.4296875,64613.0546875,65231.58203125,66563.0390625,66563.0390625,65997.9375,66146.234375,66053.5703125,66324.8125,65849.3125,66312.7734375,,,,
2024-05-17,9:00,EUR,CPI (YoY) ,0.024,0.024,0.024,EUR-CPI (YoY) ,2024-05-16,2024-05-18,08:00,10:00,66256.109375,66712.4296875,64613.0546875,65231.58203125,67066.2109375,67387.328125,66663.5,66940.8046875,65231.296875,67459.4609375,65119.31640625,67051.875,66395.3515625,66395.3515625,66086.9375,66086.9375,66355.7578125,66455.53125,66226.46875,66455.53125,,,,
2024-05-19,19:30,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2024-05-18,2024-05-20,19:00,20:00,67066.2109375,67387.328125,66663.5,66940.8046875,66278.7421875,71483.5625,66086.171875,71448.1953125,66937.9296875,67694.296875,65937.1796875,66278.3671875,66576.9296875,66627.3828125,65937.1796875,66041.515625,66040.375,66290.296875,66040.375,66157.0234375,,,,
2024-05-22,14:00,USD,Existing Home Sales ,4140000.0,4210000.0,4220000.0,USD-Existing Home Sales ,2024-05-21,2024-05-23,13:00,15:00,71443.0625,71946.4609375,69191.125,70136.53125,69121.3046875,70041.2734375,66356.953125,67929.5625,70135.3203125,70623.6953125,68977.6953125,69122.3359375,69749.4921875,69884.5390625,69450.75,69450.75,70096.3984375,70490.828125,69951.375,70434.546875,69571.0078125,70129.5859375,69456.5859375,70118.2421875
2024-05-22,14:30,USD,Crude Oil Inventories,1825000.0,-2400000.0,-2508000.0,USD-Crude Oil Inventories,2024-05-21,2024-05-23,14:00,15:00,71443.0625,71946.4609375,69191.125,70136.53125,69121.3046875,70041.2734375,66356.953125,67929.5625,70135.3203125,70623.6953125,68977.6953125,69122.3359375,69571.0078125,70129.5859375,69456.5859375,70118.2421875,70096.3984375,70490.828125,69951.375,70434.546875,,,,
2024-05-22,18:00,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2024-05-21,2024-05-23,17:00,19:00,71443.0625,71946.4609375,69191.125,70136.53125,69121.3046875,70041.2734375,66356.953125,67929.5625,70135.3203125,70623.6953125,68977.6953125,69122.3359375,70222.125,70417.96875,69736.7890625,69812.765625,69585.1328125,69774.3515625,69478.203125,69718.234375,69869.671875,69869.671875,69291.6875,69579.6328125
2024-05-23,12:30,USD,Initial Jobless Claims,215000.0,220000.0,223000.0,USD-Initial Jobless Claims,2024-05-22,2024-05-24,12:00,13:00,70135.3203125,70623.6953125,68977.6953125,69122.3359375,67928.1328125,69220.296875,66622.671875,68526.1015625,69121.3046875,70041.2734375,66356.953125,67929.5625,69963.1328125,70011.8046875,69236.203125,69271.0390625,69414.5,69464.234375,67870.8984375,68118.6484375,,,,
2024-05-23,13:45,USD,S&P Global US Manufacturing PMI ,50.9,50.0,50.0,USD-S&P Global US Manufacturing PMI ,2024-05-22,2024-05-24,13:00,14:00,70135.3203125,70623.6953125,68977.6953125,69122.3359375,67928.1328125,69220.296875,66622.671875,68526.1015625,69121.3046875,70041.2734375,66356.953125,67929.5625,69414.5,69464.234375,67870.8984375,68118.6484375,68017.46875,68245.0234375,67670.09375,67674.4765625,,,,
2024-05-23,13:45,USD,S&P Global Services PMI ,54.8,51.2,51.3,USD-S&P Global Services PMI ,2024-05-22,2024-05-24,13:00,14:00,70135.3203125,70623.6953125,68977.6953125,69122.3359375,67928.1328125,69220.296875,66622.671875,68526.1015625,69121.3046875,70041.2734375,66356.953125,67929.5625,69414.5,69464.234375,67870.8984375,68118.6484375,68017.46875,68245.0234375,67670.09375,67674.4765625,,,,
2024-05-23,14:00,USD,New Home Sales ,634000.0,677000.0,665000.0,USD-New Home Sales ,2024-05-22,2024-05-24,13:00,15:00,70135.3203125,70623.6953125,68977.6953125,69122.3359375,67928.1328125,69220.296875,66622.671875,68526.1015625,69121.3046875,70041.2734375,66356.953125,67929.5625,69414.5,69464.234375,67870.8984375,68118.6484375,67870.828125,68242.078125,67854.5859375,68048.7421875,68017.46875,68245.0234375,67670.09375,67674.4765625
2024-05-24,6:00,EUR,German GDP (QoQ) ,0.002,0.002,-0.003,EUR-German GDP (QoQ) ,2024-05-23,2024-05-25,05:00,07:00,69121.3046875,70041.2734375,66356.953125,67929.5625,68526.921875,69579.3203125,68515.8203125,69265.9453125,67928.1328125,69220.296875,66622.671875,68526.1015625,67672.203125,67672.203125,67137.7109375,67241.015625,66909.765625,67270.7265625,66858.5859375,67138.0625,,,,
2024-05-24,12:30,USD,Durable Goods Orders (MoM) ,0.007,-0.009,0.008,USD-Durable Goods Orders (MoM) ,2024-05-23,2024-05-25,12:00,13:00,69121.3046875,70041.2734375,66356.953125,67929.5625,68526.921875,69579.3203125,68515.8203125,69265.9453125,67928.1328125,69220.296875,66622.671875,68526.1015625,67309.453125,67535.7890625,67309.453125,67495.609375,67470.5,67539.3203125,66923.3515625,67065.15625,,,,
2024-05-28,14:00,USD,CB Consumer Confidence ,102.0,96.0,97.5,USD-CB Consumer Confidence ,2024-05-27,2024-05-29,13:00,15:00,68512.1796875,70597.8828125,68232.5,69394.5546875,68296.3515625,68852.4609375,67101.4921875,67578.09375,69392.1953125,69514.640625,67227.15625,68296.21875,68144.2109375,68381.484375,67685.765625,67685.765625,67910.25,68374.9453125,67775.421875,68316.984375,67708.2265625,68132.9296875,67533.3359375,67920.109375
2024-05-29,12:00,EUR,German CPI (MoM) ,0.001,0.002,0.005,EUR-German CPI (MoM) ,2024-05-28,2024-05-30,11:00,13:00,69392.1953125,69514.640625,67227.15625,68296.21875,67576.0859375,69500.5390625,67118.078125,68364.9921875,68296.3515625,68852.4609375,67101.4921875,67578.09375,67922.0546875,67922.0546875,67676.140625,67676.140625,67834.765625,68122.40625,67639.5234375,67780.6328125,67689.4375,67934.2265625,67558.234375,67828.3671875
2024-05-30,12:30,USD,GDP (QoQ) ,0.013,0.016,0.034,USD-GDP (QoQ) ,2024-05-29,2024-05-31,12:00,13:00,68296.3515625,68852.4609375,67101.4921875,67578.09375,68362.515625,68999.5625,66633.421875,67491.4140625,67576.0859375,69500.5390625,67118.078125,68364.9921875,67770.125,68214.9765625,67741.9453125,68101.4140625,68100.6171875,68622.453125,68018.6015625,68622.453125,,,,
2024-05-30,12:30,USD,Initial Jobless Claims,219000.0,218000.0,216000.0,USD-Initial Jobless Claims,2024-05-29,2024-05-31,12:00,13:00,68296.3515625,68852.4609375,67101.4921875,67578.09375,68362.515625,68999.5625,66633.421875,67491.4140625,67576.0859375,69500.5390625,67118.078125,68364.9921875,67770.125,68214.9765625,67741.9453125,68101.4140625,68100.6171875,68622.453125,68018.6015625,68622.453125,,,,
2024-05-30,15:00,USD,Crude Oil Inventories,-4156000.0,-1600000.0,1825000.0,USD-Crude Oil Inventories,2024-05-29,2024-05-31,14:00,16:00,68296.3515625,68852.4609375,67101.4921875,67578.09375,68362.515625,68999.5625,66633.421875,67491.4140625,67576.0859375,69500.5390625,67118.078125,68364.9921875,68607.1640625,68792.046875,68274.890625,68346.2734375,68510.9296875,68643.75,68383.1640625,68643.75,68345.171875,68563.1171875,68161.9296875,68515.515625
2024-05-31,9:00,EUR,CPI (YoY) ,0.026,0.025,0.024,EUR-CPI (YoY) ,2024-05-30,2024-06-01,08:00,10:00,67576.0859375,69500.5390625,67118.078125,68364.9921875,67489.609375,67839.765625,67386.1953125,67706.9375,68362.515625,68999.5625,66633.421875,67491.4140625,68151.6875,68287.9921875,68138.7734375,68158.1640625,67917.2109375,68241.125,67907.453125,68241.125,,,,
2024-05-31,12:30,USD,Core PCE Price Index (MoM) ,0.002,0.003,0.003,USD-Core PCE Price Index (MoM) ,2024-05-30,2024-06-01,12:00,13:00,67576.0859375,69500.5390625,67118.078125,68364.9921875,67489.609375,67839.765625,67386.1953125,67706.9375,68362.515625,68999.5625,66633.421875,67491.4140625,68315.4296875,68956.1484375,68296.6953125,68609.4375,68605.0625,68755.875,68035.109375,68035.109375,,,,
2024-05-31,12:30,USD,Core PCE Price Index (YoY) ,0.028,0.028,0.028,USD-Core PCE Price Index (YoY) ,2024-05-30,2024-06-01,12:00,13:00,67576.0859375,69500.5390625,67118.078125,68364.9921875,67489.609375,67839.765625,67386.1953125,67706.9375,68362.515625,68999.5625,66633.421875,67491.4140625,68315.4296875,68956.1484375,68296.6953125,68609.4375,68605.0625,68755.875,68035.109375,68035.109375,,,,
2024-05-31,13:45,USD,Chicago PMI ,35.4,41.1,37.9,USD-Chicago PMI ,2024-05-30,2024-06-01,13:00,14:00,67576.0859375,69500.5390625,67118.078125,68364.9921875,67489.609375,67839.765625,67386.1953125,67706.9375,68362.515625,68999.5625,66633.421875,67491.4140625,68605.0625,68755.875,68035.109375,68035.109375,68054.4921875,68054.4921875,67293.109375,67427.5078125,,,,
2024-06-03,13:45,USD,S&P Global US Manufacturing PMI ,51.3,50.9,50.0,USD-S&P Global US Manufacturing PMI ,2024-06-02,2024-06-04,13:00,14:00,67710.2734375,68409.1640625,67315.5234375,67751.6015625,68804.5703125,71047.40625,68564.640625,70567.765625,67753.8984375,70230.8203125,67589.8359375,68804.78125,69725.9765625,70229.5234375,69548.609375,69828.109375,69809.40625,70053.703125,68637.7578125,68688.6484375,,,,
2024-06-03,14:00,USD,ISM Manufacturing PMI ,48.7,49.8,49.2,USD-ISM Manufacturing PMI ,2024-06-02,2024-06-04,13:00,15:00,67710.2734375,68409.1640625,67315.5234375,67751.6015625,68804.5703125,71047.40625,68564.640625,70567.765625,67753.8984375,70230.8203125,67589.8359375,68804.78125,69725.9765625,70229.5234375,69548.609375,69828.109375,68773.0859375,69557.921875,68773.0859375,69557.921875,69809.40625,70053.703125,68637.7578125,68688.6484375
2024-06-03,14:00,USD,ISM Manufacturing Prices ,57.0,60.0,60.9,USD-ISM Manufacturing Prices ,2024-06-02,2024-06-04,13:00,15:00,67710.2734375,68409.1640625,67315.5234375,67751.6015625,68804.5703125,71047.40625,68564.640625,70567.765625,67753.8984375,70230.8203125,67589.8359375,68804.78125,69725.9765625,70229.5234375,69548.609375,69828.109375,68773.0859375,69557.921875,68773.0859375,69557.921875,69809.40625,70053.703125,68637.7578125,68688.6484375
2024-06-04,14:00,USD,JOLTs Job Openings ,8059000.0,8370000.0,8355000.0,USD-JOLTs Job Openings ,2024-06-03,2024-06-05,13:00,15:00,67753.8984375,70230.8203125,67589.8359375,68804.78125,70568.3515625,71735.4140625,70390.7109375,71082.8203125,68804.5703125,71047.40625,68564.640625,70567.765625,68914.1875,69775.109375,68914.1875,69649.9375,69652.34375,70479.765625,69527.171875,70428.234375,69577.4296875,70048.8125,69385.859375,69650.234375
2024-06-05,12:15,USD,ADP Nonfarm Employment Change ,152000.0,173000.0,188000.0,USD-ADP Nonfarm Employment Change ,2024-06-04,2024-06-06,12:00,13:00,68804.5703125,71047.40625,68564.640625,70567.765625,71082.84375,71625.734375,70119.125,70757.1640625,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70954.6640625,71062.0625,70675.5234375,70963.765625,70950.7734375,71133.3359375,70649.1328125,70765.9765625,,,,
2024-06-05,13:45,USD,S&P Global Services PMI ,54.8,54.8,51.3,USD-S&P Global Services PMI ,2024-06-04,2024-06-06,13:00,14:00,68804.5703125,71047.40625,68564.640625,70567.765625,71082.84375,71625.734375,70119.125,70757.1640625,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70950.7734375,71133.3359375,70649.1328125,70765.9765625,70735.0703125,70997.3359375,70447.0078125,70934.140625,,,,
2024-06-05,14:00,USD,ISM Non-Manufacturing PMI ,53.8,51.0,49.4,USD-ISM Non-Manufacturing PMI ,2024-06-04,2024-06-06,13:00,15:00,68804.5703125,71047.40625,68564.640625,70567.765625,71082.84375,71625.734375,70119.125,70757.1640625,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70950.7734375,71133.3359375,70649.1328125,70765.9765625,70869.6171875,71654.640625,70797.3046875,71622.203125,70735.0703125,70997.3359375,70447.0078125,70934.140625
2024-06-05,14:00,USD,ISM Non-Manufacturing Prices ,58.1,59.0,59.2,USD-ISM Non-Manufacturing Prices ,2024-06-04,2024-06-06,13:00,15:00,68804.5703125,71047.40625,68564.640625,70567.765625,71082.84375,71625.734375,70119.125,70757.1640625,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70950.7734375,71133.3359375,70649.1328125,70765.9765625,70869.6171875,71654.640625,70797.3046875,71622.203125,70735.0703125,70997.3359375,70447.0078125,70934.140625
2024-06-05,14:30,USD,Crude Oil Inventories,1233000.0,-2100000.0,-4156000.0,USD-Crude Oil Inventories,2024-06-04,2024-06-06,14:00,15:00,68804.5703125,71047.40625,68564.640625,70567.765625,71082.84375,71625.734375,70119.125,70757.1640625,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70735.0703125,70997.3359375,70447.0078125,70934.140625,70869.6171875,71654.640625,70797.3046875,71622.203125,,,,
